year_month,estimate,month_of_release,passenger_type,direction,sex,age,standard_error,status
2001-02,562,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2001-02,703,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2001-02,10448,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2001-02,9183,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2001-02,1265,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2001-03,239,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2001-03,237,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2001-03,226,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2001-03,235,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2001-03,446,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2001-03,520,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2001-03,549,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2001-03,510,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2001-03,551,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2001-03,621,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2001-03,449,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2001-03,436,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2001-03,328,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2001-03,321,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2001-03,202,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2001-03,285,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2001-03,140,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2001-03,167,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2001-03,214,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2001-03,226,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2001-03,131,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2001-03,134,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2001-03,108,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2001-03,108,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2001-03,99,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2001-03,82,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2001-03,67,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2001-03,67,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2001-03,46,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2001-03,43,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2001-03,23,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2001-03,19,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2001-03,15,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2001-03,8,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2001-03,9,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2001-03,2,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2001-03,7,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2001-03,293,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2001-03,310,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2001-03,120,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2001-03,131,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2001-03,163,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2001-03,196,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2001-03,772,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2001-03,722,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2001-03,717,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2001-03,821,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2001-03,442,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2001-03,510,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2001-03,271,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2001-03,365,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2001-03,231,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2001-03,273,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2001-03,167,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2001-03,202,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2001-03,185,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2001-03,179,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2001-03,188,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2001-03,181,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2001-03,116,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2001-03,132,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2001-03,77,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2001-03,86,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2001-03,64,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2001-03,70,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2001-03,38,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2001-03,31,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2001-03,18,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2001-03,20,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2001-03,12,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2001-03,7,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2001-03,7,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2001-03,2,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2001-03,3,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2001-03,-54,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2001-03,-73,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2001-03,106,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2001-03,104,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2001-03,283,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2001-03,324,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2001-03,-223,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2001-03,-212,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2001-03,-166,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2001-03,-200,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2001-03,7,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2001-03,-74,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2001-03,57,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2001-03,-44,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2001-03,-29,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
2001-03,12,2020-09,Long-term migrant,Net,Male,40-44 years,0,Final
2001-03,-27,2020-09,Long-term migrant,Net,Female,45-49 years,0,Final
2001-03,-35,2020-09,Long-term migrant,Net,Male,45-49 years,0,Final
2001-03,29,2020-09,Long-term migrant,Net,Female,5-9 years,0,Final
2001-03,47,2020-09,Long-term migrant,Net,Male,5-9 years,0,Final
2001-03,-57,2020-09,Long-term migrant,Net,Female,50-54 years,0,Final
2001-03,-47,2020-09,Long-term migrant,Net,Male,50-54 years,0,Final
2001-03,-8,2020-09,Long-term migrant,Net,Female,55-59 years,0,Final
2001-03,-24,2020-09,Long-term migrant,Net,Male,55-59 years,0,Final
2001-03,22,2020-09,Long-term migrant,Net,Female,60-64 years,0,Final
2001-03,-4,2020-09,Long-term migrant,Net,Male,60-64 years,0,Final
2001-03,3,2020-09,Long-term migrant,Net,Female,65-69 years,0,Final
2001-03,-3,2020-09,Long-term migrant,Net,Male,65-69 years,0,Final
2001-03,8,2020-09,Long-term migrant,Net,Female,70-74 years,0,Final
2001-03,12,2020-09,Long-term migrant,Net,Male,70-74 years,0,Final
2001-03,5,2020-09,Long-term migrant,Net,Female,75-79 years,0,Final
2001-03,-1,2020-09,Long-term migrant,Net,Male,75-79 years,0,Final
2001-03,3,2020-09,Long-term migrant,Net,Female,80-84 years,0,Final
2001-03,1,2020-09,Long-term migrant,Net,Male,80-84 years,0,Final
2001-03,2,2020-09,Long-term migrant,Net,Female,85-89 years,0,Final
2001-03,4,2020-09,Long-term migrant,Net,Female,90+ years,0,Final
2001-03,476,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,0,Final
2001-03,461,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,0,Final
2001-03,966,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,0,Final
2001-03,1059,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,0,Final
2001-03,1172,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,0,Final
2001-03,885,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,0,Final
2001-03,649,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,0,Final
2001-03,487,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,0,Final
2001-03,307,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,0,Final
2001-03,440,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,0,Final
2001-03,265,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,0,Final
2001-03,216,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,0,Final
2001-03,181,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,0,Final
2001-03,134,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,0,Final
2001-03,89,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,0,Final
2001-03,42,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,0,Final
2001-03,23,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,0,Final
2001-03,11,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,0,Final
2001-03,603,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,0,Final
2001-03,251,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,0,Final
2001-03,359,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,0,Final
2001-03,1494,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,0,Final
2001-03,1538,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,0,Final
2001-03,952,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,0,Final
2001-03,636,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,0,Final
2001-03,504,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,0,Final
2001-03,369,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,0,Final
2001-03,364,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,0,Final
2001-03,369,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,0,Final
2001-03,248,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,0,Final
2001-03,163,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,0,Final
2001-03,134,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,0,Final
2001-03,69,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,0,Final
2001-03,38,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,0,Final
2001-03,19,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,0,Final
2001-03,9,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,0,Final
2001-03,-127,2020-09,Long-term migrant,Net,TOTAL,0-4 years,0,Final
2001-03,210,2020-09,Long-term migrant,Net,TOTAL,10-14 years,0,Final
2001-03,607,2020-09,Long-term migrant,Net,TOTAL,15-19 years,0,Final
2001-03,-435,2020-09,Long-term migrant,Net,TOTAL,20-24 years,0,Final
2001-03,-366,2020-09,Long-term migrant,Net,TOTAL,25-29 years,0,Final
2001-03,-67,2020-09,Long-term migrant,Net,TOTAL,30-34 years,0,Final
2001-03,13,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0,Final
2001-03,-17,2020-09,Long-term migrant,Net,TOTAL,40-44 years,0,Final
2001-03,-62,2020-09,Long-term migrant,Net,TOTAL,45-49 years,0,Final
2001-03,76,2020-09,Long-term migrant,Net,TOTAL,5-9 years,0,Final
2001-03,-104,2020-09,Long-term migrant,Net,TOTAL,50-54 years,0,Final
2001-03,-32,2020-09,Long-term migrant,Net,TOTAL,55-59 years,0,Final
2001-03,18,2020-09,Long-term migrant,Net,TOTAL,60-64 years,0,Final
2001-03,0,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0,Final
2001-03,20,2020-09,Long-term migrant,Net,TOTAL,70-74 years,0,Final
2001-03,4,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0,Final
2001-03,4,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0,Final
2001-03,2,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,Final
2001-03,7,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,Final
2001-03,3,2020-09,Long-term migrant,Departures,TOTAL,90+ years,0,Final
2001-03,4,2020-09,Long-term migrant,Net,TOTAL,90+ years,0,Final
2001-03,3849,2020-09,Long-term migrant,Arrivals,Female,TOTAL,0,Final
2001-03,4021,2020-09,Long-term migrant,Arrivals,Male,TOTAL,0,Final
2001-03,3884,2020-09,Long-term migrant,Departures,Female,TOTAL,0,Final
2001-03,4238,2020-09,Long-term migrant,Departures,Male,TOTAL,0,Final
2001-03,-35,2020-09,Long-term migrant,Net,Female,TOTAL,0,Final
2001-03,-217,2020-09,Long-term migrant,Net,Male,TOTAL,0,Final
2001-03,7870,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,0,Final
2001-03,8122,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,0,Final
2001-03,-252,2020-09,Long-term migrant,Net,TOTAL,TOTAL,0,Final
2001-04,233,2020-09,Long-term migrant,Arrivals,Female,0-4 years,0,Final
2001-04,244,2020-09,Long-term migrant,Arrivals,Male,0-4 years,0,Final
2001-04,264,2020-09,Long-term migrant,Arrivals,Female,10-14 years,0,Final
2001-04,312,2020-09,Long-term migrant,Arrivals,Male,10-14 years,0,Final
2001-04,553,2020-09,Long-term migrant,Arrivals,Female,15-19 years,0,Final
2001-04,579,2020-09,Long-term migrant,Arrivals,Male,15-19 years,0,Final
2001-04,441,2020-09,Long-term migrant,Arrivals,Female,20-24 years,0,Final
2001-04,459,2020-09,Long-term migrant,Arrivals,Male,20-24 years,0,Final
2001-04,534,2020-09,Long-term migrant,Arrivals,Female,25-29 years,0,Final
2001-04,461,2020-09,Long-term migrant,Arrivals,Male,25-29 years,0,Final
2001-04,387,2020-09,Long-term migrant,Arrivals,Female,30-34 years,0,Final
2001-04,453,2020-09,Long-term migrant,Arrivals,Male,30-34 years,0,Final
2001-04,316,2020-09,Long-term migrant,Arrivals,Female,35-39 years,0,Final
2001-04,340,2020-09,Long-term migrant,Arrivals,Male,35-39 years,0,Final
2001-04,245,2020-09,Long-term migrant,Arrivals,Female,40-44 years,0,Final
2001-04,237,2020-09,Long-term migrant,Arrivals,Male,40-44 years,0,Final
2001-04,148,2020-09,Long-term migrant,Arrivals,Female,45-49 years,0,Final
2001-04,180,2020-09,Long-term migrant,Arrivals,Male,45-49 years,0,Final
2001-04,238,2020-09,Long-term migrant,Arrivals,Female,5-9 years,0,Final
2001-04,242,2020-09,Long-term migrant,Arrivals,Male,5-9 years,0,Final
2001-04,106,2020-09,Long-term migrant,Arrivals,Female,50-54 years,0,Final
2001-04,136,2020-09,Long-term migrant,Arrivals,Male,50-54 years,0,Final
2001-04,92,2020-09,Long-term migrant,Arrivals,Female,55-59 years,0,Final
2001-04,95,2020-09,Long-term migrant,Arrivals,Male,55-59 years,0,Final
2001-04,79,2020-09,Long-term migrant,Arrivals,Female,60-64 years,0,Final
2001-04,77,2020-09,Long-term migrant,Arrivals,Male,60-64 years,0,Final
2001-04,51,2020-09,Long-term migrant,Arrivals,Female,65-69 years,0,Final
2001-04,50,2020-09,Long-term migrant,Arrivals,Male,65-69 years,0,Final
2001-04,28,2020-09,Long-term migrant,Arrivals,Female,70-74 years,0,Final
2001-04,27,2020-09,Long-term migrant,Arrivals,Male,70-74 years,0,Final
2001-04,21,2020-09,Long-term migrant,Arrivals,Female,75-79 years,0,Final
2001-04,19,2020-09,Long-term migrant,Arrivals,Male,75-79 years,0,Final
2001-04,6,2020-09,Long-term migrant,Arrivals,Female,80-84 years,0,Final
2001-04,5,2020-09,Long-term migrant,Arrivals,Male,80-84 years,0,Final
2001-04,3,2020-09,Long-term migrant,Arrivals,Female,85-89 years,0,Final
2001-04,2,2020-09,Long-term migrant,Arrivals,Male,85-89 years,0,Final
2001-04,2,2020-09,Long-term migrant,Arrivals,Female,90+ years,0,Final
2001-04,1,2020-09,Long-term migrant,Arrivals,Male,90+ years,0,Final
2001-04,260,2020-09,Long-term migrant,Departures,Female,0-4 years,0,Final
2001-04,288,2020-09,Long-term migrant,Departures,Male,0-4 years,0,Final
2001-04,148,2020-09,Long-term migrant,Departures,Female,10-14 years,0,Final
2001-04,167,2020-09,Long-term migrant,Departures,Male,10-14 years,0,Final
2001-04,149,2020-09,Long-term migrant,Departures,Female,15-19 years,0,Final
2001-04,153,2020-09,Long-term migrant,Departures,Male,15-19 years,0,Final
2001-04,607,2020-09,Long-term migrant,Departures,Female,20-24 years,0,Final
2001-04,573,2020-09,Long-term migrant,Departures,Male,20-24 years,0,Final
2001-04,666,2020-09,Long-term migrant,Departures,Female,25-29 years,0,Final
2001-04,702,2020-09,Long-term migrant,Departures,Male,25-29 years,0,Final
2001-04,436,2020-09,Long-term migrant,Departures,Female,30-34 years,0,Final
2001-04,415,2020-09,Long-term migrant,Departures,Male,30-34 years,0,Final
2001-04,282,2020-09,Long-term migrant,Departures,Female,35-39 years,0,Final
2001-04,315,2020-09,Long-term migrant,Departures,Male,35-39 years,0,Final
2001-04,226,2020-09,Long-term migrant,Departures,Female,40-44 years,0,Final
2001-04,249,2020-09,Long-term migrant,Departures,Male,40-44 years,0,Final
2001-04,141,2020-09,Long-term migrant,Departures,Female,45-49 years,0,Final
2001-04,181,2020-09,Long-term migrant,Departures,Male,45-49 years,0,Final
2001-04,185,2020-09,Long-term migrant,Departures,Female,5-9 years,0,Final
2001-04,190,2020-09,Long-term migrant,Departures,Male,5-9 years,0,Final
2001-04,158,2020-09,Long-term migrant,Departures,Female,50-54 years,0,Final
2001-04,159,2020-09,Long-term migrant,Departures,Male,50-54 years,0,Final
2001-04,88,2020-09,Long-term migrant,Departures,Female,55-59 years,0,Final
2001-04,103,2020-09,Long-term migrant,Departures,Male,55-59 years,0,Final
2001-04,74,2020-09,Long-term migrant,Departures,Female,60-64 years,0,Final
2001-04,73,2020-09,Long-term migrant,Departures,Male,60-64 years,0,Final
2001-04,41,2020-09,Long-term migrant,Departures,Female,65-69 years,0,Final
2001-04,36,2020-09,Long-term migrant,Departures,Male,65-69 years,0,Final
2001-04,29,2020-09,Long-term migrant,Departures,Female,70-74 years,0,Final
2001-04,28,2020-09,Long-term migrant,Departures,Male,70-74 years,0,Final
2001-04,19,2020-09,Long-term migrant,Departures,Female,75-79 years,0,Final
2001-04,21,2020-09,Long-term migrant,Departures,Male,75-79 years,0,Final
2001-04,6,2020-09,Long-term migrant,Departures,Female,80-84 years,0,Final
2001-04,4,2020-09,Long-term migrant,Departures,Male,80-84 years,0,Final
2001-04,1,2020-09,Long-term migrant,Departures,Female,85-89 years,0,Final
2001-04,3,2020-09,Long-term migrant,Departures,Male,85-89 years,0,Final
2001-04,2,2020-09,Long-term migrant,Departures,Female,90+ years,0,Final
2001-04,-27,2020-09,Long-term migrant,Net,Female,0-4 years,0,Final
2001-04,-44,2020-09,Long-term migrant,Net,Male,0-4 years,0,Final
2001-04,116,2020-09,Long-term migrant,Net,Female,10-14 years,0,Final
2001-04,145,2020-09,Long-term migrant,Net,Male,10-14 years,0,Final
2001-04,404,2020-09,Long-term migrant,Net,Female,15-19 years,0,Final
2001-04,426,2020-09,Long-term migrant,Net,Male,15-19 years,0,Final
2001-04,-166,2020-09,Long-term migrant,Net,Female,20-24 years,0,Final
2001-04,-114,2020-09,Long-term migrant,Net,Male,20-24 years,0,Final
2001-04,-132,2020-09,Long-term migrant,Net,Female,25-29 years,0,Final
2001-04,-241,2020-09,Long-term migrant,Net,Male,25-29 years,0,Final
2001-04,-49,2020-09,Long-term migrant,Net,Female,30-34 years,0,Final
2001-04,38,2020-09,Long-term migrant,Net,Male,30-34 years,0,Final
2001-04,34,2020-09,Long-term migrant,Net,Female,35-39 years,0,Final
2001-04,25,2020-09,Long-term migrant,Net,Male,35-39 years,0,Final
2001-04,19,2020-09,Long-term migrant,Net,Female,40-44 years,0,Final
